,Date,Control.mean,Control_2.mean,plot1.mean,plot2.mean,plot3.mean,plot4.mean,plot1.15.mean,plot2.15.mean,plot3.15.mean,plot4.15.mean,AirTC.mean,RH.mean,Control.std.error,Control_2.std.error,plot1.std.error,plot2.std.error,plot3.std.error,plot4.std.error,plot1.15.std.error,plot2.15.std.error,plot3.15.std.error,plot4.15.std.error,AirTC.std.error,RH.std.error,1dcon,2dcon,3dcon,4dcon,1dcon.std.error,2dcon.std.error,3dcon.std.error,4dcon.std.error
85,8/5/2022,0.306052083,0.293041667,0.311013889,0.324947917,0.304236111,0.386267361,0.286253472,0.338267361,0.253600694,0.336479167,24.2646875,61.35802083,0.000224277,0.000277803,0.000211045,0.000214788,0.000189896,0.000252985,0.000240752,0.000183945,0.000180536,0.000223106,0.759108577,2.318132617,-0.006788194,0.045225694,-0.039440972,0.0434375,0.000240752,0.000183945,0.000180536,0.000223106
86,8/6/2022,0.304416667,0.2928125,0.311315972,0.321277778,0.304611111,0.382347222,0.286,0.334496528,0.253753472,0.332114583,23.68635417,69.67385417,0.000213403,0.000454826,0.000258075,0.000181749,0.000157857,0.000185021,0.000365915,0.000171494,0.000161185,0.000244672,0.552024089,1.794035478,-0.0068125,0.041684028,-0.039059028,0.039302083,0.000365915,0.000171494,0.000161185,0.000244672
87,8/7/2022,0.304510417,0.2953125,0.313225694,0.319847222,0.305006944,0.3834375,0.28778125,0.334548611,0.247767361,0.343690972,22.603125,76.3221875,0.000302038,0.00068318,0.000456635,0.000156403,0.000179613,0.000794218,0.000508596,0.000732013,0.000919084,0.002203562,0.571530039,2.021135701,-0.00753125,0.039236111,-0.047545139,0.048378472,0.000508596,0.000732013,0.000919084,0.002203562
88,8/8/2022,0.3103125,0.308791667,0.322652778,0.318541667,0.304944445,0.397892361,0.2963125,0.357493056,0.25321875,0.379045139,22.615625,74.13072917,0.000396617,0.000285204,0.000185284,0.000135117,0.000219741,0.000197418,0.000295178,0.00011191,0.000311759,0.000232874,0.701790845,2.336333428,-0.012479167,0.048701389,-0.055572917,0.070253472,0.000295178,0.00011191,0.000311759,0.000232874
89,8/9/2022,0.311072917,0.30246875,0.318940972,0.314586806,0.305489583,0.391892361,0.293579861,0.352565972,0.253989583,0.370746528,24.30770833,64.05291667,0.000312125,0.000329125,0.000234977,0.00018115,0.000227547,0.000279432,0.000271414,0.0001638,0.00021806,0.000221623,0.799990042,2.766610734,-0.008888889,0.050097222,-0.048479167,0.068277778,0.000271414,0.0001638,0.00021806,0.000221623
90,8/10/2022,0.309822917,0.298125,0.314753472,0.309451389,0.305701389,0.384697917,0.290065972,0.34578125,0.25403125,0.3599375,24.64541667,59.290625,0.000346978,0.000355486,0.000250596,0.000204957,0.000230448,0.000266743,0.000300041,0.000182963,0.00022551,0.000224602,0.844685423,2.855980505,-0.008059028,0.04765625,-0.04409375,0.0618125,0.000300041,0.000182963,0.00022551,0.000224602
91,8/11/2022,0.30915625,0.295333333,0.312715278,0.304881944,0.305996528,0.378944444,0.287770833,0.340097222,0.254083333,0.351715278,23.7015625,64.15364583,0.000361626,0.000378903,0.000240663,0.000182439,0.00022891,0.000247387,0.000321929,0.000182635,0.000222021,0.000209368,0.809271959,2.461675461,-0.0075625,0.044763889,-0.04125,0.056381944,0.000321929,0.000182635,0.000222021,0.000209368
92,8/12/2022,0.308083333,0.293708333,0.311309028,0.301003472,0.30609375,0.373732639,0.286197917,0.335145833,0.249373264,0.344920139,23.95635417,63.0259375,0.000291573,0.000362108,0.000231964,0.000164273,0.000227587,0.000245357,0.000311945,0.000168832,0.000959628,0.000203989,0.765036149,2.523997124,-0.007510417,0.0414375,-0.044335069,0.051211806,0.000311945,0.000168832,0.000959628,0.000203989
93,8/13/2022,0.307135417,0.29290625,0.310545139,0.298166667,0.30665625,0.369607639,0.285215278,0.330541667,0.254479167,0.338892361,24.1659375,62.26208333,0.000271699,0.00033281,0.000221423,0.000121114,0.000186565,0.000163939,0.000303166,0.000131089,0.000176039,0.000199322,0.555878011,1.691842774,-0.007690972,0.037635417,-0.038427083,0.045986111,0.000303166,0.000131089,0.000176039,0.000199322
94,8/14/2022,0.305635417,0.292354167,0.31053125,0.2958125,0.306708333,0.366777778,0.284829861,0.326440972,0.244890625,0.335972222,23.00458333,70.44322917,0.000340961,0.000250867,0.000191789,0.00013049,0.000168791,0.00015855,0.000251264,0.000152105,0.001082964,0.0001651,0.655523293,2.31251904,-0.007524306,0.034086806,-0.047463542,0.043618056,0.000251264,0.000152105,0.001082964,0.0001651
95,8/15/2022,0.303916667,0.291489583,0.310697917,0.294263889,0.306399306,0.36596875,0.284861111,0.323829861,0.229348958,0.347791667,20.47041667,82.36979167,0.000237248,0.000285234,0.000193654,8.29E-05,8.87E-05,0.000218095,0.000278916,9.86E-05,7.56E-05,0.002251706,0.390609508,1.626659712,-0.006628472,0.032340278,-0.062140625,0.056302083,0.000278916,9.86007E-05,7.55534E-05,0.002251706
96,8/16/2022,0.323770833,0.327635417,0.335017361,0.350059028,0.305392361,0.398767361,0.309579861,0.379517361,0.229604167,0.395475694,19.27166667,85.4590625,0.001807725,0.002637662,0.001678586,0.004334036,5.36E-05,0.00206881,0.001768444,0.003953848,0.00016153,0.001401569,0.314583987,1.401978114,-0.018055556,0.051881944,-0.09803125,0.067840278,0.001768444,0.003953848,0.00016153,0.001401569
97,8/17/2022,0.332,0.33865625,0.3416875,0.37734375,0.304194445,0.409791667,0.318979167,0.400548611,0.2321875,0.395697917,20.19572917,71.381875,0.000251312,0.000336985,0.000197067,0.000225962,0.000201037,0.000158672,0.000232466,0.000174032,0.000843011,0.000224915,0.720404457,2.894286895,-0.019677083,0.061892361,-0.10646875,0.057041667,0.000232466,0.000174032,0.000843011,0.000224915
98,8/18/2022,0.324083333,0.3241875,0.333277778,0.366503472,0.303395833,0.401815972,0.310618056,0.390458333,0.245236111,0.382961806,20.52895833,65.62666667,0.000261015,0.000263792,0.000253036,0.000342313,0.000229804,0.000265314,0.000265594,0.000213703,0.001112979,0.000262498,0.870763925,2.943736987,-0.013569444,0.066270833,-0.078951389,0.058774306,0.000265594,0.000213703,0.001112979,0.000262498
99,8/19/2022,0.31521875,0.315416667,0.327267361,0.356152778,0.303277778,0.39425,0.304236111,0.380253472,0.250895833,0.371517361,19.82333333,68.40489583,0.000246111,0.000241372,0.000206062,0.00033794,0.00017589,0.000249121,0.000209538,0.00025376,0.000170947,0.000229939,0.68644301,2.290896596,-0.011180556,0.064836806,-0.064520833,0.056100694,0.000209538,0.00025376,0.000170947,0.000229939
100,8/20/2022,0.312052632,0.312094737,0.324519298,0.347529825,0.303564912,0.392168421,0.301610526,0.372659649,0.250940351,0.372340351,19.56378947,68.61589474,0.000253251,0.000253563,0.000280187,0.000295691,0.000141542,0.000673571,0.000340083,0.000215083,0.000134595,0.001528901,0.530312806,1.907915841,-0.010484211,0.060564912,-0.061154386,0.060245614,0.000340083,0.000215083,0.000134595,0.001528901
101,8/21/2022,0.308639175,0.308721649,0.323790378,0.341199313,0.302484536,0.399563574,0.300697595,0.366161512,0.249560137,0.386769759,19.08010309,74.00536082,0.000250509,0.000252029,0.000157488,0.000206372,0.00014301,0.000209283,0.000218254,0.000137662,0.000151559,0.000328587,0.635551863,2.123037213,-0.008024055,0.057439863,-0.059161512,0.07804811,0.000218254,0.000137662,0.000151559,0.000328587
102,8/22/2022,0.3075,0.307333333,0.319392361,0.333350694,0.302347222,0.393222222,0.295864583,0.359409722,0.246201389,0.378548611,20.45177083,69.900625,0.000305649,0.000298265,0.000241119,0.000277414,0.000220364,0.000218016,0.000238609,0.000157997,0.000919728,0.000218368,0.78414132,2.674493237,-0.01146875,0.052076389,-0.061131944,0.071215278,0.000238609,0.000157997,0.000919728,0.000218368
103,8/23/2022,0.306041667,0.302770833,0.314833333,0.324836806,0.302697917,0.386704861,0.291489583,0.351791667,0.249423611,0.368708333,20.16135417,65.91770833,0.000298724,0.000305462,0.000234666,0.000295061,0.000208849,0.000238113,0.000253626,0.000206925,0.000309706,0.000260559,0.832652028,2.882302585,-0.01128125,0.049020833,-0.053347222,0.0659375,0.000253626,0.000206925,0.000309706,0.000260559
104,8/24/2022,0.303458333,0.298520833,0.311017361,0.316413194,0.302055556,0.380118056,0.287381944,0.343270833,0.249072917,0.35834375,20.09302083,65.67177083,0.00029129,0.00034792,0.000228584,0.000271302,0.000226189,0.000232632,0.000262364,0.000176419,0.000223945,0.000235001,0.87042036,2.774730045,-0.011138889,0.04475,-0.049447917,0.059822917,0.000262364,0.000176419,0.000223945,0.000235001
105,8/25/2022,0.30221875,0.293927083,0.308475694,0.310548611,0.301909722,0.375402778,0.284454861,0.336809028,0.248618056,0.351902778,18.99083333,69.65395833,0.000253572,0.000280681,0.000204764,0.000174311,0.000155823,0.000165044,0.000265601,0.000157554,0.000154685,0.000336785,0.705032298,2.160622111,-0.009472222,0.042881944,-0.045309028,0.057975694,0.000265601,0.000157554,0.000154685,0.000336785
106,8/26/2022,0.301645833,0.293833333,0.308017361,0.308163194,0.301784722,0.373041667,0.284638889,0.333809028,0.248600694,0.353461806,20.34614583,68.37770833,0.000179533,0.000204482,0.000141298,0.00013282,0.000117952,0.000108401,0.000203626,0.000104217,0.000140194,0.000155736,0.588584542,2.040947909,-0.009194445,0.039975694,-0.045232639,0.059628472,0.000203626,0.000104217,0.000140194,0.000155736
107,8/27/2022,0.300322917,0.290739583,0.306055556,0.302430556,0.30096875,0.368027778,0.281982639,0.327857639,0.247767361,0.344982639,20.62955208,58.21583333,0.000252398,0.000297742,0.000207185,0.000208255,0.000189713,0.000205532,0.000268441,0.000150028,0.000193657,0.000251379,0.883558137,3.127847743,-0.008756944,0.037118056,-0.042972222,0.054243056,0.000268441,0.000150028,0.000193657,0.000251379
108,8/28/2022,0.298947917,0.288770833,0.303802083,0.296347222,0.300524306,0.36259375,0.279947917,0.32271875,0.247538194,0.33696875,22.3734375,48.00260417,0.000281899,0.000333272,0.000225104,0.000194711,0.00018808,0.000203778,0.000302255,0.000138508,0.000208808,0.000163871,0.897798768,2.377484519,-0.008822917,0.033947917,-0.041232639,0.048197917,0.000302255,0.000138508,0.000208808,0.000163871
109,8/29/2022,0.29778125,0.28640625,0.302298611,0.291600694,0.299895833,0.357857639,0.278,0.317611111,0.246878472,0.330680556,19.49317708,64.26291667,0.000281834,0.000295648,0.000221278,0.000151633,0.00021794,0.000188403,0.000297856,0.00015855,0.000216527,0.000183301,0.8367714,2.59928863,-0.00840625,0.031204861,-0.039527778,0.044274306,0.000297856,0.00015855,0.000216527,0.000183301
110,8/30/2022,0.298041667,0.285260417,0.301013889,0.288645833,0.300170139,0.354444444,0.27690625,0.315010417,0.247326389,0.325295139,21.20333333,63.8090625,0.000351662,0.000368212,0.000226579,0.000127467,0.000234354,0.000168315,0.000301745,0.000173082,0.000233833,0.000186527,0.897574261,2.789324217,-0.008354167,0.02975,-0.037934028,0.040034722,0.000301745,0.000173082,0.000233833,0.000186527
111,8/31/2022,0.297614583,0.2846875,0.300256944,0.286072917,0.300458333,0.351607639,0.276246528,0.312791667,0.247513889,0.320663194,20.33677083,64.51072917,0.000313221,0.000290309,0.000201631,0.00012519,0.000189789,0.000155315,0.000258729,0.000142661,0.000194147,0.000147386,0.869261389,2.720414842,-0.008440972,0.028104167,-0.037173611,0.035975694,0.000258729,0.000142661,0.000194147,0.000147386
112,9/1/2022,0.29465625,0.281927083,0.298385417,0.282590278,0.299329861,0.347527778,0.274065972,0.309326389,0.246440972,0.31490625,20.79461458,62.54989583,0.000252977,0.000346424,0.000209853,0.000140529,0.000239267,0.000185399,0.0002823,0.000189321,0.000255709,0.000201886,1.041272076,3.053089256,-0.007861111,0.027399306,-0.035486111,0.032979167,0.0002823,0.000189321,0.000255709,0.000201886
113,9/2/2022,0.294583333,0.281895833,0.297305556,0.280010417,0.29946875,0.344569444,0.273489583,0.307559028,0.246510417,0.310607639,22.74479167,53.31385417,0.000369229,0.000395279,0.000215486,0.000121761,0.000219126,0.000176736,0.000312232,0.000174557,0.000215954,0.000153817,0.949555875,2.947868098,-0.00840625,0.025663194,-0.035385417,0.028711806,0.000312232,0.000174557,0.000215954,0.000153817
114,9/3/2022,0.294188679,0.280943396,0.296993711,0.278188679,0.299301887,0.343044025,0.272125786,0.305509434,0.24572956,0.306654088,18.56981132,66.13471698,0.000301251,0.000382315,0.000275526,0.000211641,0.000286821,0.000251112,0.000317757,0.000226741,0.000258239,0.000234839,1.106365521,3.141052103,-0.00881761,0.024566038,-0.035213837,0.025710692,0.000317757,0.000226741,0.000258239,0.000234839
